text,text_english
anjir kalo tum sesuai iya si grace nataliepencalonan kaesang jadi tum quotpsi partai pak jokowiquot tinggal jawab gitu aja,"Anjir, if it's appropriate, yes, Grace Natalie, Kaesang's candidacy, so it's tum quotpsi Pak Jokowi's party, just answer that."
bang panji awal nonton program skakmat pak anis sama sekarang tanya nih bangbrkalau narsum nya ndak main catur tetap jalan program skakmat undang narsum sebut bangbrbrterimakasih bang,"Bro, Panji, the beginning of watching the checkmate program, Mr. Anis, now I'm asking, bro. If Narsum doesn't play chess, the Checkmate program will still run. Invite Narsum to mention it, bro. Thank you, bro."
pak jokowi bisa baca isi pikir masa depan anakanak indonesia gantung isi kepala pak jokowi,Pak Jokowi can read the thoughts about the future of Indonesian children hanging from Pak Jokowi's head
jujur baru menit udh tahan gw nontonnya,"Honestly, I can't stand watching it for only a minute"
gibrang goreng tp dulu ahy puan pd anteng dasar politik dinasti cuma goreng oposisi aja netizen baik bedain privilege dinasti dulu aja politik memang itubrklo gak mau dinasti iya gak usah pilih gibran sederhana bukti kan pilih resmi,"gibrang is fried but in the past, ahy puan pd anteng, the basics of dynasty politics are just fried, the opposition is fine, netizens are good at differentiating the privileges of dynasties, first of all, politics is indeed that, if you don't want a dynasty, you don't have to choose simple gibran, proof, choose official."
kaesang punya bas usaha sukses bukan dana apbn gak salah denger gue,"Kaesang has a bus, a successful business, not APBN funds, I didn't hear you wrong"
politis otak kosong,empty brain politician
href soal gw bisa jawabquotbrbuseettt kocakk,href question i can answerquotbrbuseettt funny
bagus sih saya dapet bebeapa poin ambil simpul kondisi politik indonesia poin saya highlight bincang quotgak logika teknokratik implementasi langsung kerja elektoralquot mah paham politik masyarakat mesti naik kelas sih partai politik selalu laku kerja elektoral sesuai quotselera pasarquot hal pandji laku edukasi buat masyarakat masih segmented bagus gak bisa sendiri mah tugas negara sih buat cerdas masyarakat,"It's good, I got a few points to draw conclusions about the condition of Indonesian politics. My point is to highlight the discussion ""Isn't there technocratic logic in direct implementation of electoral work?"" I understand politics, people have to go up in class, but political parties always carry out electoral work according to ""market tastes."" Pandji's educational behavior for society is still well segmented, can't it? It's the state's job to make society intelligent"
politis pnjilat,sycophantic politician
rezim banyak gaslighter masuk partai kejar negara asean seperti vietnam negara akan sulit,regime many gaslighters enter the party chasing ASEAN countries like Vietnam the country will be difficult
catur gausalah jadi distraction aja,Chess should not be a distraction
quotyang lain kan udah kesandraquot uuhhhhh nyelekit brooo,"""The others are already taken aback"" uuhhhh that's annoying bro"
quotuki semua gugat ditolakquot iya iya tolak semua dalam genggam kuasa presiden,quotuki all lawsuits are rejectedquot yes yes reject everything within the grasp of the president's power
justru rem sih kl lu punya atas lu tau isi pikir juga jelas tp merintahin lu makin lucu krna lu jalanin aja bertanyaquot gitu loh,"In fact, if you have a brake, you know what you're thinking clearly, but giving orders to you is even funnier because you just ask questions like that, you know?"
kirain bakal respon bang pandji kayak total politik,I thought Bang Pandji's response would be like total politics
ngabalin versi tato,ngabalin tattoo version
bang udah bang,"bro, already bro"
menontonjawaban politis selalu jawab politisya memang adanyamau gimana lagibrbr barang w mau nyari politis jawab politis dari hatisusah kaya nya yah,watch political answers always political answers are indeed therewhat else can I dobrbr goods I want to find political answers political answers from the heart seems difficult huh
suci banget jokowi yaaa tiap dengar orang pro dia seperti orang sangat suci cinta tulus indonesia sayang tidak buta tidak bodoh punya mata punya hati punya pikir tau mana benar salah mana nyata tidak gua orang proyek pernah kunjung jokowi betapa naif presiden suci rangkai semua agenda pencintraannya sangat nyata aneh banyak pesona sedih bgt liat indonesia sedihh,"Jokowi is so holy, yeah, every time I hear people pro him, he seems like a very holy person, he truly loves Indonesia, he's not blind, he's not stupid, he has eyes, he has a heart, he has a mind, he knows what's right and wrong, and what's real, I'm a project person, have I ever visited Jokowi, how naive the holy president is, he arranges all his image agendas, it's very real, strange, there's a lot of charm, it's really sad to see Indonesia, it's sad"
banyak siap ni orang biasa partai nya,There are lots of ordinary people ready for the party
applause buat dedek uki berani show up saya percaya pandji kalo bilang uki orang asik luar sikap politik banyak politis kaya gitu penting tidak kecut kaya rekan psi nya yang lain,"applause for little brother Uki, he dared to show up. I believe Pandji when he said that Uki is a cool person, he has a lot of political views, it's important not to be cowardly like his other psi colleagues."
bang bumper promosi jakarta bom ganti,bang bumper promotion Jakarta bomb change
yang kata bahkan bisa jelasin kasih bukti konkret lucu bgt asli wkwkwk,"those who say they can even explain, give concrete evidence, it's really funny, it's genuine hahaha"
ne taping tugasin aja salah satu crew jadi jaga continuity gera catur bang haha,Ne taping just assign one of the crew to maintain the continuity of the chess movement bro haha
quotevan mas punya leadershipquot hahahahhahahahahahahahahahahhahaha,quotevan bro has leadershipquot hahahahhahahahahahahahahahahaha
wajar klo provinsi milih kaesang jd tum wong tanya quotlu tuju gak kaesang jadi ketumquot tanya paksa bilang iya sebenernya gak pilih selain kaesang jadi kandidat tum brbrbang pandji sering sekali nanya calon marshel gerindra pilih marshel tp sayang tanya gak muncul skakmat sama mba saraswati padahal pst jawab dia orang ring gerindra,"it's natural that the province chooses Kaesang to be the general chairman, ask quotyou're going to make Kaesang the general chairmanquot ask forcefully say yes actually don't choose other than Kaesang to be the general chairman candidate pandji often asks about the Gerindra marshal candidate, choose the marshal but unfortunately the question doesn't appear checkmate with mba saraswati even though she definitely answered that she's a member of the Gerindra ring"
bagi quottemen main fifaquot nonton langsung keselek,for quottemen playing fifaquot watching live choked
im sorry but this is so painful to watch,im sorry but this is so painful to watch
quotelu gak apa apa bro bentar saya ditegorquot,"quoteyou're okay bro, wait a minute I'm being reprimandedquot"
tai lah psi,shit psi
buat partai bang panji ntr gw ikut,"For the party, Bang Panji, I'll join"
gw bingung dah uki belit banget jelasin jokowi minta maaf lu tau jokowi banyak salah terus ku puterin dulu proyek jokowi jalanin biar terlalu kliatan salah,"I'm confused, I'm really confused about explaining Jokowi, I'm sorry, you know, Jokowi made a lot of mistakes, so I put Jokowi's project first so it looks wrong."
semua tanya nya gak jawab bang panji pinter banget ngorekquot kwalitas,"I didn't answer all my questions, Bro Panji, he's really smart about quality"
awal psi diri gua malah sama sekali gak tarik karna gua yakin ujung sama partai kok ada orang bisa yakin psi bakal beda aja udah lucu buat gua wkwkwkwk,"In the beginning, I didn't even like psi at all because I was sure it would end up being the same party, how come someone can be sure that psi will be different, it's already funny to me hahaha"
tombol pandji suruh masuk psi gt href,banner button ask to enter psi gt href
href uki nggak lu punya narasi,href uki you don't have a narrative
kok kuat iya panji ngobrol sama orang suka muter kalo tidak tahan ken nampol,"How come Panji is strong enough to chat with people and likes to play around if he can't stand it, he'll get slapped"
mas uki lulus political science sulit quotbelok belokquot bain pak tum wkwkkwbromong omong mas pandji salah analogi impostor syndrome hihi justru kan dia kaesang kompeten,"Mr. Uki, graduating from political science is difficult, ""Turn around, turn around"" okay, sir, tum, wkwkkw, talking nonsense, Mr. Pandji, the impostor syndrome analogy is wrong, haha, in fact, Kaesang is competent"
menit udah kuat,minutes are strong
yah argumen lu sampah brooo,yeah your argument is rubbish bro
downgrade banget episode minggu lalu bang,last week's episode was really downgraded bro
dri tanya sampai jawab ada isi sih banyak ngeles gimmick,"From asking to answering, there are a lot of gimmicks in the content"
uki datang untuk bisa muncul media punya imoact besar,uki came to be able to appear media has big imoact
what dick this guy uki,what dick this guy uki
wkwkwk gua tunggu tunggu pe es kulit,"hahaha, I'm waiting for skin ice cream"
menit aja kuat muall mau muntahh,Just a few minutes I feel nauseous and want to vomit
kocak neh atur partai usia diturutin atur negara ttg usia oemimpin gugat,It's funny how the age of the party is followed by the state's regulations regarding the age of the leader
sini gw ngerasa emang dunia politik sangat manipulatif penuh penting masyarakat kurang pintar nilai niat politikusantara baik buruk perih masyarakat banyak makan gimik politik,"Here I feel that the world of politics is very manipulative, full of important things, people are not smart enough to judge politicians' intentions, good or bad, it hurts, people often buy into political gimmicks"
makasih uki psi jd makin sadar pimpin best presiden ever pak jokowi,"Thank you Uki Psi, I am more aware of leading, the best president ever, Mr. Jokowi"
sampe akhir paling ngena buat adalahbr ada alesan milih tum psi dpc tuju lebih kata leadershipnya bagus manaa pandji evan mas leadershipnya bagusbr psi dukung marshell mas uki laku profiling bahaya iya plus mas uki gapapa ada kompetensi popularitas pentingbr pak jokowi larang anak maju iya arti harus karena beliau langkah baikbr kaesang mau undang poscast mana padahal sendiri punya podcastbrbrepisode sangat hibur walapun banyak hahnya,"until the end, the most important thing to do is, there is a reason for choosing tum psi dpc, go further, the word leadership is good, manaa Pandji Evan, bro, your leadership is good, psi supports Marshell, mas uki, dangerous profiling, yes, plus mas uki, it's okay, there are important popularity competencies, br Pak Jokowi forbids children from going forward, yes, it means it has to be because of him good step bro, what do you want to invite to a postcast even though you have a podcast yourself, the episodes are very entertaining even though there are a lot of them hah"
href udh pegangquot rambut tahu nipu gak bsa ngebantah,"href already holding the hair, you know it's deceptive, can't deny it"
gua nonton inti menang aja dulu marshel mundur drama hero ingat mundur nya lucky hakim maksud pandji marshel ada mungkin manfaat kalau marshel maju terus ada mungkin kasus plt naik ratarata plt datang kubu kuasa konsep yang sama di jalan psi sama kaesang kalian ikut konsep maka pilih kalo ragu iya analisa,"I'll just watch the essence of winning first, Marshal resigns, Hero drama, remember his resignation, Lucky Judge, what Pandji means, Marshel, there may be benefits if Marshel continues to advance, there may be cases where the PLT average increases, the PLT comes to power, the same concept on the road, Psi and Kaesang, you follow the concept, then vote if in doubt. yes analysis"
ingat putus mk ttg ubah atur gugat hasil pilpres capai mutlak suara hakim pro kontra beda tipis jadi pilpres kemaren penuh catat samping,"remember the Constitutional Court's decision to change the rules for suing the presidential election results reached an absolute verdict, the votes of the judges for and against were very different, so yesterday's presidential election was full of side notes"
cocok nya lu jd ketua psi lebih pintar,"It would be better for you to be the head of PSI, you are smarter"
untung sama keluarga pilih psi,luckily the family chose psi
kosong,empty
href orang buat baik mu ingin lihat mu baik jenis orang beda,href people for your good want to see you good different types of people
jawab tidak jawab,answer no answer
menit pertama buat kata tolol,first minute for stupid words
episode quotharusnya judul partai kosong quot ahahabrsukur gak pilih psi,episode quotshould be empty party titlequot ahahabrshallah thank goodness i didn't choose psi
bang pandji lu salah ngundang episode sama sekali gak edukasi narsum gak baguus bang sumpah ngundang uki mending undang aryo seno bagaskoro,"Bro Pandji, you made the mistake of inviting the episode, it's not educational at all, the narrative is not good, bro, I swear, inviting Uki, it's better to invite Aryo Seno Bagaskoro"
halo mas okibrsaya kepala desa buat panitia ada daftar perangkat baruterus sya baik baikin panitianyasaya naikin gaji iming imingi merekadan daftar adik untuk jadi perangkat desabrkata orang orang gak adil buat anak orang yang mendaftarsaya jawab kan bukan yang milihbrsaya sok bego aja,"Hello, Mr. Okib, I'm the village head, for the committee, there's a list of new officials, then I'll improve the committee, I'll increase their salary, entice them, and register my younger sibling to be a village official, people say it's unfair for the children of people who register, I answer, I'm not the one who chooses, I'm just pretending to be stupid."
jawab tidak jawab,answer no answer
